🚀 正在初始化系统...
🔍 正在加载 Contriever 检索器...
📚 正在加载文档库...
📂 正在加载文件: /home/featurize/work/embeddings_1m/passages_00
📚 文档库加载完成，共 1000000 篇文档。
✅ 系统初始化完成
📂 正在加载数据集: professional_law 从 /home/featurize/work/mmlu_subset/professional_law.csv
✅ professional_law 加载完成，共 400 道题目
📂 正在加载数据集: moral_scenarios 从 /home/featurize/work/mmlu_subset/moral_scenarios.csv
✅ moral_scenarios 加载完成，共 400 道题目
📂 正在加载数据集: psychology 从 /home/featurize/work/mmlu_subset/psychology.csv
✅ psychology 加载完成，共 400 道题目
📂 正在加载数据集: mathematics 从 /home/featurize/work/mmlu_subset/mathematics.csv
✅ mathematics 加载完成，共 400 道题目

==================== 正在评测数据集: professional_law ====================
✅ 选取了 400 道题目 (数据集共 400 道)
题号: professional_law_0, 正确: True, 检索: 3.6497s, Rerank: 0.1972s, 生成: 2.6721s, 首字: 6.5895s, Rerank占比(总): 2.99%, Rerank占比(检): 5.13%
题号: moral_scenarios_21, 正确: True, 检索: 3.6210s, Rerank: 0.0833s, 生成: 2.4290s, 首字: 6.2025s, Rerank占比(总): 1.34%, Rerank占比(检): 2.25%
题号: moral_scenarios_22, 正确: False, 检索: 4.5976s, Rerank: 0.0898s, 生成: 2.5679s, 首字: 7.3338s, Rerank占比(总): 1.22%, Rerank占比(检): 1.92%
题号: moral_scenarios_23, 正确: True, 检索: 4.7921s, Rerank: 0.0877s, 生成: 2.6064s, 首字: 7.5596s, Rerank占比(总): 1.16%, Rerank占比(检): 1.80%
题号: moral_scenarios_24, 正确: True, 检索: 4.8952s, Rerank: 0.0871s, 生成: 2.5601s, 首字: 7.6143s, Rerank占比(总): 1.14%, Rerank占比(检): 1.75%
题号: moral_scenarios_25, 正确: False, 检索: 3.6275s, Rerank: 0.0867s, 生成: 2.5129s, 首字: 6.2968s, Rerank占比(总): 1.38%, Rerank占比(检): 2.33%
题号: moral_scenarios_26, 正确: False, 检索: 3.6069s, Rerank: 0.0840s, 生成: 2.4348s, 首字: 6.1949s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: moral_scenarios_27, 正确: False, 检索: 3.6155s, Rerank: 0.0840s, 生成: 2.4321s, 首字: 6.2002s, Rerank占比(总): 1.36%, Rerank占比(检): 2.27%
题号: moral_scenarios_28, 正确: False, 检索: 3.6116s, Rerank: 0.0838s, 生成: 2.5176s, 首字: 6.2826s, Rerank占比(总): 1.33%, Rerank占比(检): 2.27%
题号: moral_scenarios_29, 正确: False, 检索: 3.6743s, Rerank: 0.0856s, 生成: 2.4778s, 首字: 6.3064s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: moral_scenarios_30, 正确: False, 检索: 3.6933s, Rerank: 0.0908s, 生成: 2.5320s, 首字: 6.3856s, Rerank占比(总): 1.42%, Rerank占比(检): 2.40%
题号: moral_scenarios_31, 正确: False, 检索: 3.6095s, Rerank: 0.0836s, 生成: 2.4377s, 首字: 6.1994s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_32, 正确: True, 检索: 3.6092s, Rerank: 0.0839s, 生成: 2.4410s, 首字: 6.2029s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: moral_scenarios_33, 正确: True, 检索: 3.5797s, Rerank: 0.0837s, 生成: 2.4426s, 首字: 6.1764s, Rerank占比(总): 1.35%, Rerank占比(检): 2.28%
题号: moral_scenarios_34, 正确: False, 检索: 3.6314s, Rerank: 0.0834s, 生成: 2.4339s, 首字: 6.2169s, Rerank占比(总): 1.34%, Rerank占比(检): 2.25%
题号: moral_scenarios_35, 正确: False, 检索: 3.6284s, Rerank: 0.0837s, 生成: 2.4371s, 首字: 6.2182s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_36, 正确: False, 检索: 3.6012s, Rerank: 0.0834s, 生成: 2.4356s, 首字: 6.1903s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_37, 正确: False, 检索: 3.6059s, Rerank: 0.0835s, 生成: 2.4326s, 首字: 6.1900s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_38, 正确: True, 检索: 3.6205s, Rerank: 0.0836s, 生成: 2.5169s, 首字: 6.2902s, Rerank占比(总): 1.33%, Rerank占比(检): 2.26%
题号: moral_scenarios_39, 正确: False, 检索: 4.3246s, Rerank: 0.0846s, 生成: 2.4569s, 首字: 6.9346s, Rerank占比(总): 1.22%, Rerank占比(检): 1.92%
题号: moral_scenarios_40, 正确: False, 检索: 3.7110s, Rerank: 0.0846s, 生成: 2.4424s, 首字: 6.3078s, Rerank占比(总): 1.34%, Rerank占比(检): 2.23%
题号: moral_scenarios_41, 正确: False, 检索: 3.6071s, Rerank: 0.0838s, 生成: 2.4391s, 首字: 6.1987s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: moral_scenarios_42, 正确: False, 检索: 3.5939s, Rerank: 0.0845s, 生成: 2.4787s, 首字: 6.2259s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: moral_scenarios_43, 正确: True, 检索: 3.7420s, Rerank: 0.0851s, 生成: 2.5193s, 首字: 6.4180s, Rerank占比(总): 1.33%, Rerank占比(检): 2.22%
题号: moral_scenarios_44, 正确: False, 检索: 3.6963s, Rerank: 0.0862s, 生成: 2.4497s, 首字: 6.3023s, Rerank占比(总): 1.37%, Rerank占比(检): 2.28%
题号: moral_scenarios_45, 正确: False, 检索: 3.6322s, Rerank: 0.0853s, 生成: 2.4450s, 首字: 6.2325s, Rerank占比(总): 1.37%, Rerank占比(检): 2.29%
题号: moral_scenarios_46, 正确: False, 检索: 3.6221s, Rerank: 0.0842s, 生成: 2.4441s, 首字: 6.2193s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: moral_scenarios_47, 正确: False, 检索: 3.6314s, Rerank: 0.0841s, 生成: 2.4397s, 首字: 6.2235s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_48, 正确: True, 检索: 3.6264s, Rerank: 0.0843s, 生成: 2.4423s, 首字: 6.2226s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: moral_scenarios_49, 正确: False, 检索: 3.6048s, Rerank: 0.0846s, 生成: 2.4420s, 首字: 6.2007s, Rerank占比(总): 1.36%, Rerank占比(检): 2.29%
题号: moral_scenarios_50, 正确: False, 检索: 3.6140s, Rerank: 0.0842s, 生成: 2.4420s, 首字: 6.2093s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: moral_scenarios_51, 正确: False, 检索: 3.6189s, Rerank: 0.0838s, 生成: 2.4404s, 首字: 6.2127s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_52, 正确: False, 检索: 3.6163s, Rerank: 0.0843s, 生成: 2.4450s, 首字: 6.2154s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: moral_scenarios_53, 正确: False, 检索: 3.6026s, Rerank: 0.0837s, 生成: 2.4493s, 首字: 6.2043s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: moral_scenarios_54, 正确: False, 检索: 3.5826s, Rerank: 0.0841s, 生成: 2.4366s, 首字: 6.1720s, Rerank占比(总): 1.36%, Rerank占比(检): 2.29%
题号: moral_scenarios_55, 正确: False, 检索: 3.6081s, Rerank: 0.0841s, 生成: 2.4784s, 首字: 6.2400s, Rerank占比(总): 1.35%, Rerank占比(检): 2.28%
题号: moral_scenarios_56, 正确: True, 检索: 3.5869s, Rerank: 0.0838s, 生成: 2.4202s, 首字: 6.1594s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: moral_scenarios_57, 正确: False, 检索: 3.5956s, Rerank: 0.0841s, 生成: 2.4197s, 首字: 6.1680s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: moral_scenarios_58, 正确: False, 检索: 3.5937s, Rerank: 0.0838s, 生成: 2.4159s, 首字: 6.1628s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: moral_scenarios_59, 正确: False, 检索: 3.6626s, Rerank: 0.0836s, 生成: 2.4211s, 首字: 6.2389s, Rerank占比(总): 1.34%, Rerank占比(检): 2.23%
题号: moral_scenarios_60, 正确: True, 检索: 3.5883s, Rerank: 0.0840s, 生成: 2.4227s, 首字: 6.1646s, Rerank占比(总): 1.36%, Rerank占比(检): 2.29%
题号: moral_scenarios_61, 正确: True, 检索: 3.5956s, Rerank: 0.0837s, 生成: 2.4236s, 首字: 6.1732s, Rerank占比(总): 1.36%, Rerank占比(检): 2.27%
题号: moral_scenarios_62, 正确: False, 检索: 3.6230s, Rerank: 0.0851s, 生成: 2.4376s, 首字: 6.2149s, Rerank占比(总): 1.37%, Rerank占比(检): 2.30%
题号: moral_scenarios_63, 正确: True, 检索: 3.6133s, Rerank: 0.0848s, 生成: 2.4385s, 首字: 6.2048s, Rerank占比(总): 1.37%, Rerank占比(检): 2.29%
题号: moral_scenarios_64, 正确: False, 检索: 3.6132s, Rerank: 0.0850s, 生成: 2.4790s, 首字: 6.2462s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: moral_scenarios_65, 正确: False, 检索: 3.6122s, Rerank: 0.0837s, 生成: 2.4313s, 首字: 6.1960s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: moral_scenarios_66, 正确: False, 检索: 3.6081s, Rerank: 0.0839s, 生成: 2.4419s, 首字: 6.2031s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: moral_scenarios_67, 正确: False, 检索: 3.6144s, Rerank: 0.0837s, 生成: 2.4492s, 首字: 6.2168s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_68, 正确: False, 检索: 3.7045s, Rerank: 0.0874s, 生成: 2.5048s, 首字: 6.3673s, Rerank占比(总): 1.37%, Rerank占比(检): 2.31%
题号: moral_scenarios_69, 正确: False, 检索: 3.7188s, Rerank: 0.0909s, 生成: 2.6218s, 首字: 6.5037s, Rerank占比(总): 1.40%, Rerank占比(检): 2.39%
题号: moral_scenarios_70, 正确: True, 检索: 4.7851s, Rerank: 0.0868s, 生成: 2.5025s, 首字: 7.4462s, Rerank占比(总): 1.17%, Rerank占比(检): 1.78%
题号: moral_scenarios_71, 正确: False, 检索: 3.6347s, Rerank: 0.0843s, 生成: 2.4345s, 首字: 6.2223s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: moral_scenarios_72, 正确: False, 检索: 3.6202s, Rerank: 0.0838s, 生成: 2.4378s, 首字: 6.2111s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_73, 正确: False, 检索: 3.6178s, Rerank: 0.0835s, 生成: 2.4366s, 首字: 6.2064s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_74, 正确: False, 检索: 3.6152s, Rerank: 0.0834s, 生成: 2.4308s, 首字: 6.1989s, Rerank占比(总): 1.34%, Rerank占比(检): 2.25%
题号: moral_scenarios_75, 正确: True, 检索: 3.5807s, Rerank: 0.0835s, 生成: 2.4313s, 首字: 6.1648s, Rerank占比(总): 1.35%, Rerank占比(检): 2.28%
题号: moral_scenarios_76, 正确: False, 检索: 3.5736s, Rerank: 0.0837s, 生成: 2.4298s, 首字: 6.1567s, Rerank占比(总): 1.36%, Rerank占比(检): 2.29%
题号: moral_scenarios_77, 正确: True, 检索: 3.6252s, Rerank: 0.0836s, 生成: 2.4294s, 首字: 6.2079s, Rerank占比(总): 1.35%, Rerank占比(检): 2.25%
题号: moral_scenarios_78, 正确: False, 检索: 3.6239s, Rerank: 0.0837s, 生成: 2.4338s, 首字: 6.2118s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_79, 正确: True, 检索: 3.6404s, Rerank: 0.0836s, 生成: 2.4290s, 首字: 6.2215s, Rerank占比(总): 1.34%, Rerank占比(检): 2.25%
题号: moral_scenarios_80, 正确: False, 检索: 3.6171s, Rerank: 0.0838s, 生成: 2.4739s, 首字: 6.2472s, Rerank占比(总): 1.34%, Rerank占比(检): 2.26%
题号: moral_scenarios_81, 正确: False, 检索: 3.7152s, Rerank: 0.0842s, 生成: 2.4306s, 首字: 6.2995s, Rerank占比(总): 1.34%, Rerank占比(检): 2.22%
题号: moral_scenarios_82, 正确: True, 检索: 3.6231s, Rerank: 0.0835s, 生成: 2.4351s, 首字: 6.2110s, Rerank占比(总): 1.34%, Rerank占比(检): 2.25%
题号: moral_scenarios_83, 正确: True, 检索: 3.6240s, Rerank: 0.0843s, 生成: 2.4322s, 首字: 6.2100s, Rerank占比(总): 1.36%, Rerank占比(检): 2.27%
题号: moral_scenarios_84, 正确: False, 检索: 3.6177s, Rerank: 0.0837s, 生成: 2.4268s, 首字: 6.1971s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_85, 正确: False, 检索: 3.6154s, Rerank: 0.0840s, 生成: 2.4308s, 首字: 6.1994s, Rerank占比(总): 1.36%, Rerank占比(检): 2.27%
题号: moral_scenarios_86, 正确: False, 检索: 3.6094s, Rerank: 0.0844s, 生成: 2.4315s, 首字: 6.1946s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: moral_scenarios_87, 正确: False, 检索: 3.6199s, Rerank: 0.0834s, 生成: 2.4298s, 首字: 6.2017s, Rerank占比(总): 1.34%, Rerank占比(检): 2.25%
题号: moral_scenarios_88, 正确: False, 检索: 3.6161s, Rerank: 0.0836s, 生成: 2.4240s, 首字: 6.1934s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_89, 正确: False, 检索: 3.6156s, Rerank: 0.0835s, 生成: 2.4294s, 首字: 6.1977s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_90, 正确: False, 检索: 3.6027s, Rerank: 0.0835s, 生成: 2.4253s, 首字: 6.1796s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_91, 正确: True, 检索: 3.6058s, Rerank: 0.0834s, 生成: 2.4249s, 首字: 6.1842s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_92, 正确: False, 检索: 3.6255s, Rerank: 0.0835s, 生成: 2.4233s, 首字: 6.2007s, Rerank占比(总): 1.35%, Rerank占比(检): 2.25%
题号: moral_scenarios_93, 正确: False, 检索: 3.6252s, Rerank: 0.0835s, 生成: 2.4240s, 首字: 6.2016s, Rerank占比(总): 1.35%, Rerank占比(检): 2.25%
题号: moral_scenarios_94, 正确: True, 检索: 3.6028s, Rerank: 0.0834s, 生成: 2.4224s, 首字: 6.1785s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_95, 正确: True, 检索: 3.6128s, Rerank: 0.0836s, 生成: 2.4227s, 首字: 6.1875s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_96, 正确: True, 检索: 3.6014s, Rerank: 0.0836s, 生成: 2.4251s, 首字: 6.1785s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: moral_scenarios_97, 正确: False, 检索: 3.5659s, Rerank: 0.0832s, 生成: 2.4241s, 首字: 6.1423s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: moral_scenarios_98, 正确: False, 检索: 3.5925s, Rerank: 0.0837s, 生成: 2.4237s, 首字: 6.1689s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: moral_scenarios_99, 正确: False, 检索: 3.6146s, Rerank: 0.0836s, 生成: 2.4207s, 首字: 6.1879s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_100, 正确: False, 检索: 3.6138s, Rerank: 0.0839s, 生成: 2.4718s, 首字: 6.2383s, Rerank占比(总): 1.34%, Rerank占比(检): 2.27%
题号: moral_scenarios_101, 正确: False, 检索: 4.5953s, Rerank: 0.0862s, 生成: 2.4936s, 首字: 7.2452s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: moral_scenarios_102, 正确: True, 检索: 4.0426s, Rerank: 0.0842s, 生成: 2.4981s, 首字: 6.6948s, Rerank占比(总): 1.26%, Rerank占比(检): 2.04%
题号: moral_scenarios_103, 正确: False, 检索: 3.6192s, Rerank: 0.0839s, 生成: 2.4244s, 首字: 6.1971s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_104, 正确: False, 检索: 3.6161s, Rerank: 0.0837s, 生成: 2.4313s, 首字: 6.1999s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: moral_scenarios_105, 正确: False, 检索: 3.6234s, Rerank: 0.0834s, 生成: 2.4267s, 首字: 6.2020s, Rerank占比(总): 1.35%, Rerank占比(检): 2.25%
题号: moral_scenarios_106, 正确: False, 检索: 3.6275s, Rerank: 0.0833s, 生成: 2.4853s, 首字: 6.2667s, Rerank占比(总): 1.33%, Rerank占比(检): 2.25%
题号: moral_scenarios_107, 正确: False, 检索: 4.6974s, Rerank: 0.0872s, 生成: 2.5171s, 首字: 7.3725s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: moral_scenarios_108, 正确: True, 检索: 4.6824s, Rerank: 0.0873s, 生成: 2.5225s, 首字: 7.3637s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: moral_scenarios_109, 正确: False, 检索: 4.7161s, Rerank: 0.0877s, 生成: 2.5213s, 首字: 7.3982s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: moral_scenarios_110, 正确: False, 检索: 4.6653s, Rerank: 0.0874s, 生成: 2.5147s, 首字: 7.3397s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: moral_scenarios_111, 正确: False, 检索: 4.7126s, Rerank: 0.0867s, 生成: 2.5134s, 首字: 7.3840s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: moral_scenarios_112, 正确: False, 检索: 4.6871s, Rerank: 0.0866s, 生成: 2.5079s, 首字: 7.3537s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: moral_scenarios_113, 正确: True, 检索: 4.7270s, Rerank: 0.0868s, 生成: 2.5085s, 首字: 7.3949s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: moral_scenarios_114, 正确: False, 检索: 4.7466s, Rerank: 0.0868s, 生成: 2.5105s, 首字: 7.4146s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: moral_scenarios_115, 正确: False, 检索: 4.7179s, Rerank: 0.0870s, 生成: 2.5151s, 首字: 7.3914s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: moral_scenarios_116, 正确: False, 检索: 4.6484s, Rerank: 0.0869s, 生成: 2.5189s, 首字: 7.3275s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: moral_scenarios_117, 正确: False, 检索: 4.7149s, Rerank: 0.0879s, 生成: 2.5101s, 首字: 7.3847s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: moral_scenarios_118, 正确: False, 检索: 4.7549s, Rerank: 0.0877s, 生成: 2.5111s, 首字: 7.4251s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: moral_scenarios_119, 正确: False, 检索: 4.7355s, Rerank: 0.0871s, 生成: 2.5169s, 首字: 7.4109s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: moral_scenarios_120, 正确: False, 检索: 4.7381s, Rerank: 0.0869s, 生成: 2.5131s, 首字: 7.4095s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: moral_scenarios_121, 正确: False, 检索: 4.7633s, Rerank: 0.0882s, 生成: 2.5032s, 首字: 7.4250s, Rerank占比(总): 1.19%, Rerank占比(检): 1.82%
题号: moral_scenarios_122, 正确: True, 检索: 4.7487s, Rerank: 0.0865s, 生成: 2.5134s, 首字: 7.4202s, Rerank占比(总): 1.17%, Rerank占比(检): 1.79%
题号: moral_scenarios_123, 正确: False, 检索: 4.7654s, Rerank: 0.0876s, 生成: 2.5146s, 首字: 7.4376s, Rerank占比(总): 1.18%, Rerank占比(检): 1.80%
题号: moral_scenarios_124, 正确: True, 检索: 4.7388s, Rerank: 0.0875s, 生成: 2.5111s, 首字: 7.4075s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: moral_scenarios_125, 正确: False, 检索: 4.7494s, Rerank: 0.0869s, 生成: 2.5112s, 首字: 7.4196s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: moral_scenarios_126, 正确: False, 检索: 4.7427s, Rerank: 0.0871s, 生成: 2.5138s, 首字: 7.4145s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: moral_scenarios_127, 正确: False, 检索: 4.7698s, Rerank: 0.0869s, 生成: 2.5108s, 首字: 7.4382s, Rerank占比(总): 1.17%, Rerank占比(检): 1.79%
题号: moral_scenarios_128, 正确: True, 检索: 4.7529s, Rerank: 0.0865s, 生成: 2.5160s, 首字: 7.4266s, Rerank占比(总): 1.16%, Rerank占比(检): 1.79%
题号: moral_scenarios_129, 正确: False, 检索: 4.7412s, Rerank: 0.0868s, 生成: 2.5096s, 首字: 7.4088s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: moral_scenarios_130, 正确: False, 检索: 4.7439s, Rerank: 0.0877s, 生成: 2.5063s, 首字: 7.4093s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: moral_scenarios_131, 正确: False, 检索: 4.7458s, Rerank: 0.0867s, 生成: 2.5150s, 首字: 7.4183s, Rerank占比(总): 1.17%, Rerank占比(检): 1.79%
题号: moral_scenarios_132, 正确: True, 检索: 4.7559s, Rerank: 0.0869s, 生成: 2.5137s, 首字: 7.4281s, Rerank占比(总): 1.17%, Rerank占比(检): 1.79%
题号: moral_scenarios_133, 正确: True, 检索: 4.7565s, Rerank: 0.0875s, 生成: 2.5167s, 首字: 7.4335s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: moral_scenarios_134, 正确: False, 检索: 4.7157s, Rerank: 0.0876s, 生成: 2.5174s, 首字: 7.3933s, Rerank占比(总): 1.19%, Rerank占比(检): 1.82%
题号: moral_scenarios_135, 正确: False, 检索: 4.7549s, Rerank: 0.0870s, 生成: 2.5173s, 首字: 7.4327s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: moral_scenarios_136, 正确: False, 检索: 4.7734s, Rerank: 0.0864s, 生成: 2.5202s, 首字: 7.4651s, Rerank占比(总): 1.16%, Rerank占比(检): 1.78%
题号: moral_scenarios_137, 正确: False, 检索: 4.7480s, Rerank: 0.0871s, 生成: 2.5270s, 首字: 7.4479s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: moral_scenarios_138, 正确: True, 检索: 4.7199s, Rerank: 0.0862s, 生成: 2.5181s, 首字: 7.3969s, Rerank占比(总): 1.17%, Rerank占比(检): 1.79%
题号: moral_scenarios_139, 正确: False, 检索: 4.7113s, Rerank: 0.0869s, 生成: 2.5162s, 首字: 7.3847s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: moral_scenarios_140, 正确: False, 检索: 4.7383s, Rerank: 0.0862s, 生成: 2.5169s, 首字: 7.4139s, Rerank占比(总): 1.16%, Rerank占比(检): 1.79%
题号: moral_scenarios_141, 正确: False, 检索: 3.8285s, Rerank: 0.0843s, 生成: 2.4847s, 首字: 6.4668s, Rerank占比(总): 1.30%, Rerank占比(检): 2.16%
题号: moral_scenarios_142, 正确: False, 检索: 3.7054s, Rerank: 0.0831s, 生成: 2.4299s, 首字: 6.2879s, Rerank占比(总): 1.32%, Rerank占比(检): 2.19%
题号: moral_scenarios_143, 正确: True, 检索: 3.6205s, Rerank: 0.1200s, 生成: 2.4669s, 首字: 6.2771s, Rerank占比(总): 1.91%, Rerank占比(检): 3.21%
题号: moral_scenarios_144, 正确: False, 检索: 3.6137s, Rerank: 0.0835s, 生成: 2.5205s, 首字: 6.2863s, Rerank占比(总): 1.33%, Rerank占比(检): 2.26%
题号: moral_scenarios_145, 正确: False, 检索: 4.7363s, Rerank: 0.0873s, 生成: 2.5298s, 首字: 7.4251s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: moral_scenarios_146, 正确: False, 检索: 4.7273s, Rerank: 0.0873s, 生成: 2.5189s, 首字: 7.4057s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: moral_scenarios_147, 正确: True, 检索: 4.6891s, Rerank: 0.0876s, 生成: 2.5295s, 首字: 7.3768s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: moral_scenarios_148, 正确: False, 检索: 4.6872s, Rerank: 0.0863s, 生成: 2.5240s, 首字: 7.3695s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: moral_scenarios_149, 正确: True, 检索: 4.6971s, Rerank: 0.0876s, 生成: 2.5255s, 首字: 7.3820s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: moral_scenarios_150, 正确: False, 检索: 4.7053s, Rerank: 0.0874s, 生成: 2.5252s, 首字: 7.3922s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
